order_dim_order_id;account_dim_account_id;amount
29802;268;3121.00
29803;269;456.00
29804;269;1690.00
29805;270;5462.00
29806;271;1535.00
29807;272;7454.00
29808;273;1320.10
29809;273;5965.00
29810;273;178.00
29811;273;1836.00
29812;274;9886.00
29813;275;198.00
29814;275;2062.00
29815;276;4470.50
29816;276;5212.00
29817;277;2682.30
29818;278;3362.00
29819;278;676.00
29820;279;624.00
29821;279;1380.00
29822;280;3334.00
29823;280;4694.00
29824;280;957.00
29825;281;5578.00
29826;282;7531.00
29827;282;802.00
29828;283;2802.00
29829;284;5629.00
29830;285;667.00
29831;286;9848.00
29832;287;772.00
29833;287;1572.00
29834;288;3257.00
29835;288;207.00
29836;289;5745.00
29837;289;2621.00
29838;290;2577.00
29839;290;2653.00
29840;290;3274.00
29841;291;1941.90
29842;291;62.00
29843;291;12925.00
29844;292;1986.00
29845;293;1636.00
29846;293;845.00
29847;293;1366.00
29848;294;5842.00
29849;294;145.00
29850;294;430.00
29851;294;156.00
29852;295;6992.00
29853;296;2646.00
29854;300;1628.00
29855;301;1950.00
29856;302;3236.00
29857;303;3803.00
29858;303;3132.00
29859;304;14367.00
29860;305;2953.00
29861;306;3657.00
29862;308;1284.00
29863;309;1901.00
29865;311;4777.00
29866;311;371.00
29867;311;3375.00
29868;311;355.00
29869;311;422.00
29870;312;7814.00
29871;313;2294.00
29872;314;2785.00
29873;314;13691.00
29874;315;3509.00
29875;317;3068.00
29876;318;2858.00
29877;319;6149.50
29878;319;1057.00
29879;319;2196.00
29880;319;416.00
29881;321;1876.00
29882;322;6550.00
29883;323;3025.00
29884;324;1785.00
29885;324;284.00
29886;325;2741.00
29887;326;1881.00
29888;326;1567.00
29889;327;3252.00
29890;327;3805.00
29891;328;1287.00
29892;328;1145.00
29893;329;792.00
29894;329;3110.00
29895;330;6908.00
29896;331;3528.00
29897;332;2385.00
29898;333;1634.00
29899;333;72.00
29900;333;292.00
29901;334;2374.00
29902;334;1168.00
29903;335;2697.00
29904;336;4067.00
29905;338;2252.00
29906;339;7801.20
29907;339;4087.00
29908;339;48.00
29909;340;917.00
29910;340;901.00
29911;342;2332.00
29912;343;2505.00
29913;344;4739.00
29914;344;1683.00
29915;345;8819.00
29916;346;7875.00
29917;347;7801.20
29918;349;4660.00
29919;349;3568.00
29920;350;3791.00
29921;352;1992.00
29922;353;2687.00
29923;353;879.00
29924;354;4771.00
29925;355;5012.00
29926;355;2927.00
29927;356;4188.00
29928;357;1788.00
29929;357;280.00
29930;358;532.00
29931;358;1434.00
29932;358;27.00
29933;358;73.00
29934;359;3544.00
29935;361;1941.00
29936;361;1388.00
29937;362;6001.00
29938;362;292.00
29939;362;68.00
29940;364;2221.00
29941;365;1766.00
29942;365;11528.00
29943;365;1782.00
29944;365;5.00
29945;365;9.00
29946;366;2442.00
29947;366;1914.00
29948;366;836.00
29949;366;3188.00
29950;367;6384.00
29951;368;4381.00
29952;368;742.00
29953;368;269.00
29954;368;217.00
29955;368;1071.00
29959;370;215.00
29960;370;1188.00
29961;370;672.00
29962;372;7785.00
29963;372;2148.00
29964;373;6452.00
29965;375;3824.00
29966;376;7097.00
29967;378;3840.20
29968;378;8537.00
29969;378;1184.00
29970;378;2.00
29971;378;4.00
29972;379;1561.00
29973;379;434.00
29974;379;177.00
29975;379;312.00
29979;382;2235.00
29980;382;27.00
29981;382;14.00
29982;383;2057.00
29983;384;2304.10
29984;385;2160.00
29985;385;31.00
29986;385;121.00
29987;386;4711.00
29988;388;6524.00
29989;389;884.00
29990;389;3280.00
29991;390;4977.00
29992;392;1407.00
29993;392;5663.00
29994;393;302.00
29995;393;5920.00
30001;395;3871.00
30002;395;4036.00
30003;395;828.00
30004;396;5245.00
30005;396;68.00
30006;396;308.00
30007;396;261.00
30008;398;1702.00
30009;399;3090.50
30010;399;6009.00
30011;400;6948.00
30012;401;3600.00
30013;401;1769.00
30014;402;2083.00
30015;402;2211.00
30016;403;2401.00
30017;404;1563.00
30018;404;3450.00
30019;405;1339.00
30020;405;9632.00
30021;405;1497.00
30022;405;3579.00
30023;406;1800.00
30024;406;264.00
30025;407;5411.00
30026;407;14.00
30027;408;5042.00
30028;409;6810.00
30029;410;3825.00
30030;411;8499.00
30031;412;8727.00
30032;413;2107.00
30033;414;7870.00
30034;415;8740.00
30035;416;982.00
30036;416;987.00
30037;418;9316.00
30038;420;7192.00
30039;421;5571.00
30040;423;1942.00
30041;424;4591.00
30042;425;2390.00
30043;425;806.00
30044;425;64.00
30045;426;4201.20
30046;426;7497.00
30047;426;886.00
30048;427;8166.00
30049;428;3987.00
30050;429;5286.00
30051;431;6482.00
30052;431;715.00
30053;434;5666.00
30054;434;1637.00
30055;435;3189.00
30056;436;4885.00
30057;436;72.00
30058;436;293.00
30059;437;2248.00
30060;437;3106.00
30061;440;5825.00
30062;440;1756.00
30063;441;4473.00
30064;441;3041.00
30065;441;765.00
30066;442;7455.00
30067;442;5606.00
30068;442;2068.00
30069;443;1508.00
30070;443;463.00
30071;443;67.00
30072;444;4469.00
30073;445;3998.00
30074;445;7567.00
30075;446;6941.00
30076;447;5554.00
30077;447;554.00
30080;449;164.00
30081;449;1789.00
30082;450;2404.00
30083;451;7208.00
30084;452;5058.00
30085;452;375.00
30086;453;7012.00
30087;454;5687.00
30088;455;8339.00
30089;456;4783.10
30092;458;9586.00
30093;458;1031.00
30094;460;3554.00
30095;461;1530.00
30096;462;8325.00
30097;463;6385.00
30098;464;3509.00
30099;465;1278.50
30100;465;11126.00
30101;467;3937.00
30102;467;2895.00
30103;468;3735.00
30104;468;499.00
30105;469;2672.00
30106;470;3568.00
30107;470;630.00
30108;470;1078.00
30109;471;4695.00
30110;471;931.00
30111;471;253.00
30112;471;202.00
30113;472;8200.20
30114;473;4237.00
30115;473;2640.00
30116;473;75.00
30117;473;333.00
30118;474;694.00
30119;474;1606.00
30120;475;2760.00
30121;477;2660.00
30122;477;254.00
30123;477;463.00
30124;478;8137.00
30125;479;2064.00
30126;480;4687.00
30127;480;827.00
30128;481;64.00
30129;481;1825.00
30134;483;1940.00
30135;484;1652.00
30136;484;1995.00
30137;484;108.00
30138;484;1412.00
30139;485;2629.60
30140;485;7421.00
30141;485;1591.00
30142;485;3572.00
30143;487;10684.00
30144;489;5608.00
30145;490;2042.00
30146;491;9090.00
30147;494;2629.60
30148;494;8728.00
30149;494;207.00
30153;496;3602.00
30154;497;3405.00
30157;500;2629.60
30158;500;3267.00
30159;500;539.00
30160;501;4382.70
30161;502;2498.00
30162;503;7175.00
30163;503;1746.00
30164;504;2308.00
30165;505;18.00
30166;505;2203.00
30167;506;3011.00
30168;506;107.00
30169;506;278.00
30170;506;724.00
30171;508;2480.00
30172;509;6261.00
30173;510;2442.00
30174;510;1319.00
30175;510;1043.00
30176;511;2629.60
30177;512;9449.00
30178;513;7908.00
30179;514;5760.00
30180;515;2750.00
30181;516;3736.00
30182;517;9255.00
30183;518;1338.00
30184;518;2015.00
30185;519;3245.00
30186;520;2332.00
30187;521;4234.00
30188;522;77.00
30189;522;4930.00
30190;524;5768.00
30191;525;4382.70
30192;525;6454.00
30193;526;5074.00
30195;528;2916.00
30196;529;3344.00
30197;531;2144.00
30198;533;1319.00
30199;533;3427.00
30200;534;1747.00
30201;534;713.00
30202;534;1341.00
30203;535;7021.00
30204;535;62.00
30205;535;765.00
30206;536;1742.00
30207;536;827.00
30208;537;1848.00
30209;538;2692.00
30210;541;3030.00
30211;541;72.00
30212;541;5626.00
30213;542;2750.00
30214;543;647.00
30215;543;1086.00
30216;543;655.00
30217;544;3798.20
30218;545;3306.00
30219;546;2940.00
30220;547;2273.00
30221;548;1285.00
30222;548;528.00
30223;549;1067.00
30224;549;3024.00
30225;550;1247.00
30226;550;349.00
30227;552;2097.00
30228;555;7218.00
30229;555;479.00
30230;555;71.00
30231;557;2050.00
30232;558;4081.00
30233;558;1476.00
30234;559;2175.00
30235;560;5683.00
30236;561;343.00
30237;561;1308.00
30238;563;6245.00
30239;564;295.00
30240;564;8713.00
30241;565;3509.00
30242;568;1408.00
30243;569;2074.00
30244;570;6273.00
30245;571;3255.00
30246;572;5372.00
30247;572;960.00
30248;572;349.00
30249;572;1413.00
30250;573;2249.00
30251;575;756.00
30252;575;5329.00
30253;576;3662.00
30254;577;5120.00
30255;578;5484.00
30256;578;601.00
30257;578;17.00
30258;578;57.00
30259;579;2771.00
30260;579;1065.00
30261;580;3571.00
30262;580;1715.00
30263;581;1502.00
30264;582;2812.00
30266;584;2302.00
30267;588;3141.00
30268;588;1437.00
30269;588;511.00
30270;589;5746.00
30271;591;2788.00
30272;592;1148.00
30273;592;460.00
30274;594;2054.00
30275;595;4702.00
30276;597;6135.00
30277;598;7781.00
30278;599;3118.00
30279;599;967.00
30280;600;5952.00
30281;601;2230.00
30282;602;3191.00
30283;603;4361.00
30284;605;6876.00
30285;606;7140.00
30286;606;1071.00
30287;607;2082.00
30288;608;2895.00
30289;609;1171.00
30290;609;732.00
30291;609;67.00
30292;611;2284.00
30293;612;1936.00
30294;614;1664.00
30295;615;309.00
30296;615;1787.00
30297;616;1869.00
30298;617;2607.20
30299;617;13080.00
30300;618;747.00
30301;618;3035.00
30302;619;1729.00
30303;619;6538.00
30304;621;366.00
30305;621;3043.00
30306;622;6255.00
30307;622;594.00
30308;622;2568.00
30309;622;11.00
30310;623;419.00
30311;623;1653.00
30312;625;2607.20
30313;625;11457.00
30314;626;3639.00
30315;627;8228.00
30316;627;554.00
30317;628;3028.00
30318;629;1207.00
30319;629;1500.00
30320;630;2361.00
30321;631;2394.00
30322;632;842.00
30323;632;199.00
30324;632;1092.00
30325;633;3177.00
30327;635;1683.00
30328;635;2707.00
30329;635;2160.00
30330;635;1547.00
30331;636;3056.00
30332;637;1934.00
30333;638;2487.00
30334;638;4668.00
30335;638;873.00
30336;639;2046.00
30337;640;2891.00
30338;641;3330.00
30340;644;946.00
30341;644;1026.00
30342;645;13466.00
30343;646;4876.00
30344;647;6465.00
30345;648;9240.00
30346;649;3430.10
30347;650;1697.00
30348;651;2652.00
30349;651;4062.00
30350;652;7591.00
30351;653;5397.00
30352;654;2885.00
30353;655;1899.00
30354;655;2036.00
30355;655;193.00
30356;655;341.00
30357;656;5477.00
30358;657;1066.00
30359;657;1862.00
30360;658;2703.00
30361;659;1833.00
30362;659;107.00
30363;660;1234.00
30364;660;5338.00
30367;662;3330.00
30370;664;2997.00
30371;665;4149.00
30372;666;3936.00
30373;666;2282.00
30374;666;955.00
30375;666;1045.00
30386;669;1947.00
30390;673;4586.00
30391;674;2058.00
30392;675;6358.00
30393;675;1704.00
30394;676;3017.00
30395;678;1192.00
30396;678;1929.00
30397;678;1967.00
30398;679;4049.00
30399;679;450.00
30400;679;281.00
30401;680;4853.00
30404;682;1477.00
30405;682;537.00
30406;683;8578.00
30407;684;1936.00
30408;685;3847.20
30409;686;2212.00
30410;686;2875.00
30411;686;983.00
30412;687;1444.00
30413;687;3998.00
30414;688;2509.00
30415;689;3847.20
30416;689;4989.00
30417;689;1388.00
30418;689;17.00
30419;689;16.00
30420;690;7152.00
30421;690;1749.00
30422;691;3342.00
30423;692;4366.00
30424;692;137.00
30425;693;6329.00
30426;694;3096.00
30427;695;9516.00
30428;696;1299.00
30429;696;280.00
30430;697;6372.00
30431;698;6177.00
30432;700;1116.00
30433;700;1646.00
30434;702;2813.00
30435;703;2306.00
30436;704;2141.00
30437;704;1197.00
30438;705;4161.00
30441;710;3200.00
30442;711;3243.00
30443;712;3847.20
30444;713;3581.00
30445;714;3782.00
30446;715;2877.00
30447;715;1808.00
30448;715;1378.00
30449;717;6561.00
30450;718;6412.00
30451;718;726.00
30452;718;7122.00
30453;718;6041.00
30454;719;1991.00
30455;720;3916.00
30456;721;2194.00
30466;725;2612.00
30467;726;3198.00
30468;728;1143.00
30469;728;4119.00
30470;728;1863.00
30471;729;1872.00
30472;729;114.00
30473;729;67.00
30474;731;2706.00
30475;732;5129.00
30476;734;2228.00
30477;735;1389.00
30478;735;2187.00
30479;736;2119.00
30480;737;2817.00
30481;738;970.00
30482;738;82.00
30483;738;3671.00
30484;739;5504.00
30485;742;2048.00
30486;743;2691.00
30487;744;2165.00
30488;745;1965.00
30489;746;3452.00
30490;747;2672.00
30491;748;6492.00
30492;749;4965.00
30493;749;226.00
30494;749;51.00
30495;749;26.00
30496;750;6615.00
30497;751;2363.00
30498;752;139.00
30499;752;5568.00
30500;753;1602.00
30501;754;1454.00
30502;754;1629.00
30503;755;3889.00
30504;755;1443.00
30505;757;810.00
30506;757;2289.00
30507;759;1952.00
30508;760;3403.00
30509;760;894.00
30510;760;909.00
30511;762;3895.00
30512;763;7417.00
30513;764;2360.00
30514;766;7032.00
30515;767;3564.00
30516;767;504.00
30517;767;109.00
30518;767;22.00
30519;768;2814.00
30523;771;214.00
30524;771;4816.00
30525;772;4225.00
30526;772;660.00
30527;772;280.00
30530;775;1168.00
30531;775;2439.00
30532;776;2277.00
30533;776;1036.00
30534;776;170.00
30535;777;6412.00
30536;780;6220.00
30537;781;2054.00
30538;782;3094.00
30539;782;2472.00
30540;783;3242.00
30541;784;1485.00
30542;784;1215.00
30543;784;109.00
30544;784;701.00
30545;785;4335.80
30546;785;7395.00
30547;786;4953.00
30548;786;365.00
30549;787;4395.00
30550;787;122.00
30551;788;3096.00
30552;789;2153.00
30553;789;1641.00
30554;789;1522.00
30555;790;4335.80
30556;791;3054.00
30557;792;485.00
30558;792;1326.00
30559;792;588.00
30560;793;1212.00
30561;793;204.00
30562;793;851.00
30563;794;1107.00
30564;794;907.00
30565;795;2976.00
30566;798;2182.00
30567;800;2203.00
30568;800;299.00
30569;801;2565.00
30570;801;767.00
30571;802;1876.00
30572;804;2342.00
30573;804;682.00
30574;805;1424.40
30575;806;2298.00
30576;807;12579.00
30578;808;4492.00
30579;809;8298.00
30580;810;2076.00
30581;811;5171.70
30582;812;9128.00
30583;813;2025.70
30584;814;1598.00
30585;814;632.00
30586;815;1949.00
30587;816;2025.70
30588;816;4514.00
30589;817;4605.00
30590;817;8975.00
30594;820;210.00
30595;820;5367.00
30596;821;1436.00
30597;821;651.00
30598;822;1784.00
30599;823;62.00
30600;823;1515.00
30601;823;612.00
30602;824;5406.00
30603;825;9235.00
30604;825;4423.00
30605;826;4550.00
30606;826;866.00
30607;826;169.00
30608;827;2260.00
30609;828;8852.00
30610;829;2120.00
30611;831;2291.00
30612;832;2135.00
30613;833;3462.00
30614;834;2473.00
30617;836;125.00
30618;836;2934.00
30619;837;9250.00
30620;839;4254.00
30621;840;4606.00
30622;841;2109.00
30623;842;3278.00
30624;843;955.00
30625;843;128.00
30626;843;897.00
30627;844;1640.00
30628;844;12531.00
30629;845;9651.00
30630;846;7795.50
30631;848;3400.00
30632;848;1590.00
30633;848;1025.00
30634;850;14811.00
30635;851;2090.00
30636;851;3254.00
30637;851;881.00
30638;852;69.00
30639;852;2013.00
30640;853;4673.00
30641;853;1378.00
30642;854;382.00
30643;854;1105.00
30644;854;2843.00
30645;854;1817.00
30646;855;6608.00
30647;856;3625.00
30648;856;571.00
30649;856;137.00
30650;856;1404.00
30651;857;3019.00
30652;858;5456.00
30653;859;463.00
30654;859;855.00
30655;859;1657.00
30656;859;955.00
30657;860;8071.00
30658;861;9105.00
30659;861;478.00
30660;862;3122.00
30661;863;4433.30
30662;863;6087.00
30663;864;3699.00
30664;865;409.00
30665;865;1885.00
30666;866;465.00
30667;866;38.00
30668;866;504.00
30669;866;3844.00
30670;867;9718.00
30671;867;2820.00
30672;867;405.00
30673;868;3239.00
30674;868;3119.00
30675;870;4562.00
30676;871;5168.00
30677;872;2762.00
30678;873;878.00
30679;873;1540.00
30680;873;2211.00
30681;873;2975.00
30682;874;1642.30
30683;874;1053.00
30684;874;7025.00
30685;875;3837.00
30686;876;3796.00
30687;877;2115.00
30688;877;1513.00
30689;878;3943.00
30690;879;2094.00
30691;880;1690.10
30692;880;4840.00
30698;882;3306.00
30699;883;6195.00
30700;883;1756.00
30701;883;455.00
30702;884;2259.00
30703;885;872.00
30704;885;2420.00
30705;886;9034.00
30706;887;3009.00
30707;888;1592.00
30708;889;1292.00
30709;889;1965.00
30710;890;3136.00
30711;891;1784.00
30712;892;406.00
30713;892;2509.00
30714;894;2914.00
30715;895;523.00
30716;895;1454.00
30717;896;3220.00
30718;897;2910.00
30719;897;6676.00
30720;898;2882.00
30721;898;1582.00
30722;899;1626.60
30723;900;5950.00
30724;901;1910.00
30725;902;260.00
30726;902;1869.00
30727;902;1726.00
30728;903;2580.00
30729;905;6086.00
30730;905;37.00
30731;905;53.00
30732;906;2240.00
30733;907;2118.00
30734;909;1950.00
30735;910;1937.00
30736;911;9600.00
30737;911;968.00
30738;912;2332.00
30739;913;2128.00
30740;913;2357.00
30741;913;4499.00
30742;914;2298.00
30743;915;6449.00
30744;915;14291.00
30745;916;5299.00
30746;917;4669.00
30747;918;10076.00
30748;918;2039.00
30749;919;4850.00
30750;920;2437.00
30751;921;1240.00
30752;921;536.00
30753;922;898.00
30754;922;255.00
30755;922;1652.00
30756;923;2087.00
30757;924;308.00
30758;924;1904.00
30759;925;5395.00
30760;925;1068.00
30761;926;1748.00
30762;927;1623.00
30763;927;5782.00
30764;928;4561.00
30765;929;5884.00
30766;930;9356.00
30767;931;998.00
30768;931;1151.00
30769;931;461.00
30770;931;864.00
30771;932;2793.00
30772;933;2584.00
30773;934;3236.00
30774;935;2118.00
30775;936;2780.00
30776;936;224.00
30777;937;1751.00
30778;938;3282.00
30779;938;371.00
30780;939;2108.00
30781;940;4738.00
30782;941;3871.00
30783;943;2144.00
30784;944;5361.00
30785;945;8215.00
30786;947;1546.00
30787;947;1143.00
30791;950;8910.00
30792;951;2371.00
30793;952;4946.00
30794;953;1768.00
30795;953;185.00
30796;954;357.00
30797;954;1242.00
30798;954;1906.00
30799;955;7411.00
30800;957;2126.00
30801;958;3990.00
30802;959;579.00
30803;959;2180.00
30804;960;3151.00
30805;960;5940.00
30806;961;8255.00
30807;963;3799.00
30808;965;2853.00
30809;966;2129.00
30810;967;6824.00
30811;968;7262.00
30812;970;5260.00
30813;971;3860.00
30814;972;897.00
30815;972;1141.00
30816;973;2909.00
30817;975;3550.00
30818;976;5244.00
30819;977;6846.00
30820;978;2062.00
30821;979;5354.00
30822;980;3632.00
30823;980;2889.00
30824;981;1069.00
30825;981;2769.00
30826;982;2505.00
30827;982;188.00
30828;982;148.00
30829;982;192.00
30834;984;5911.00
30835;985;2227.00
30836;986;2146.00
30837;987;3528.00
30838;988;2512.00
30839;989;2262.00
30840;989;1147.00
30841;990;7538.00
30842;991;6748.00
30843;992;3231.00
30844;992;1071.00
30845;992;335.00
30846;992;2450.00
30847;993;1812.30
30848;995;2153.00
30849;995;143.00
30850;996;1934.00
30851;997;1046.00
30852;997;700.00
30853;997;688.00
30854;997;36.00
30855;998;7641.00
30859;1000;3179.00
30860;1000;1475.00
30861;1000;2852.00
30864;1002;1293.00
30865;1002;1092.00
30866;1002;470.00
30867;1003;5276.00
30868;1003;185.00
30869;1004;5237.00
30870;1005;3302.00
30871;1005;7896.00
30872;1006;390.00
30873;1006;2008.00
30874;1006;60.00
30875;1006;33.00
30876;1008;2691.00
30877;1009;7521.00
30880;1011;3400.50
30881;1011;7085.00
30882;1012;4090.80
30883;1013;2081.00
30884;1015;3925.00
30885;1016;2619.00
30886;1016;2155.00
30887;1017;4492.00
30888;1017;477.00
30889;1018;1614.00
30890;1018;1028.00
30891;1019;8127.00
30892;1019;608.00
30893;1019;629.00
30894;1020;1874.00
30895;1020;105.00
30896;1020;10.00
30897;1021;2259.00
30898;1024;2074.00
30905;1026;8099.00
30906;1026;335.00
30907;1027;2117.00
30908;1029;8136.00
30909;1029;342.00
30910;1030;664.00
30911;1030;1050.00
30912;1031;6817.00
30913;1031;747.00
30914;1031;51.00
30915;1031;551.00
30916;1034;4219.00
30917;1035;2194.00
30918;1035;4942.00
30919;1036;4095.00
30920;1037;1062.00
30921;1037;940.00
30922;1037;1157.00
30923;1037;62.00
30924;1038;2006.00
30925;1038;141.00
30926;1040;2342.00
30927;1040;7008.00
30930;1043;6433.00
30931;1044;2880.00
30932;1044;188.00
30933;1045;1730.00
30934;1046;7399.00
30935;1047;4339.00
30936;1048;3852.00
30937;1049;1545.00
30938;1049;954.00
30939;1050;5673.00
30940;1053;1043.00
30941;1053;2439.00
30942;1054;4736.00
30943;1055;2047.00
30944;1056;2531.70
30945;1056;5692.00
30946;1057;3090.00
30947;1058;4761.00
30948;1058;408.00
30949;1059;232.00
30950;1059;1914.00
30951;1061;3790.00
30952;1062;7844.00
30953;1064;2918.00
30954;1067;7811.00
30955;1068;4219.50
30956;1068;4737.00
